Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2007,Counts,3312,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2235,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,945,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2007,Counts,1464,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,Counts,3279,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2296,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,944,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2008,Counts,1598,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2009,Counts,3093,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2410,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,998,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2009,Counts,1776,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,Counts,2925,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2448,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,938,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2010,Counts,1687,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2011,Counts,2837,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,2661,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,1075,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2011,Counts,1623,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,Counts,2781,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,2625,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,1116,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2012,Counts,1484,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,Counts,2566,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2013,Counts,1667,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,3526,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,1594,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2013,Counts,1631,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2013,Counts,301,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,Counts,2377,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2014,Counts,1063,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,3746,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,1630,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,1807,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2014,Counts,309,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,Counts,138,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,Counts,5449,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,Counts,2239,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,4359,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,1904,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,2118,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,337,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2015,Counts,930,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,163,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,Counts,5400,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,2199,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,5560,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,2235,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,2925,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,400,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,810,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,571,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,Counts,4659,CTS
NOR,Norway,Europe,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,Counts,412,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,2112,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,5635,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,2308,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,2897,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2017,Counts,430,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,1106,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,781,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,Counts,5590,CTS
NOR,Norway,Europe,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Counts,909,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,788,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,Counts,5741,CTS
NOR,Norway,Europe,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2018,Counts,1239,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,1968,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,5796,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,2564,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,2734,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2018,Counts,498,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,1471,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,2129,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,5065,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,2197,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,2491,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2019,Counts,377,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,1044,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Robbery,Total,Total,2019,Counts,881,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,6478,CTS
NOR,Norway,Europe,Northern Europe,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2019,Counts,852,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,1786,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,5060,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,2234,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,2389,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2020,Counts,437,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,1259,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1047,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,191,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Robbery,Total,Total,2005,Counts,223,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2005,Counts,123,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,1047,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,210,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Robbery,Total,Total,2006,Counts,148,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2006,Counts,246,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,66,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,20,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,1165,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,507,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,85,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,9683,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,2465,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,994,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2005,Counts,2322,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2005,Counts,289,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,10140,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,2823,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,1183,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2006,Counts,2916,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2006,Counts,351,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2007,Counts,11569,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,2788,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,1143,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2007,Counts,2752,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2007,Counts,338,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2008,Counts,11948,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,2732,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,1130,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2008,Counts,2657,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2008,Counts,342,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2009,Counts,11941,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,2826,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,1128,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2009,Counts,2665,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2009,Counts,302,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2010,Counts,11260,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,2913,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,1129,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2010,Counts,2492,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2010,Counts,229,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2011,Counts,10806,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,3347,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,1325,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2011,Counts,2340,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2011,Counts,278,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2012,Counts,10165,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,3389,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,1322,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2012,Counts,2086,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2012,Counts,235,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2013,Counts,8951,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,3739,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,1431,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2013,Counts,2032,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2013,Counts,198,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2014,Counts,9900,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,3738,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2014,Counts,2016,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Counts,235,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2014,Counts,98,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2014,Counts,6769,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,Counts,6531,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2015,Counts,45,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2015,Counts,21187,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Counts,336,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,5153,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,1127,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,147,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2015,Counts,3033,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,Counts,6622,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2016,Counts,64,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,23749,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,392,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,5601,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,1169,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,173,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,3629,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,24546,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,5940,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,1311,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,Counts,5292,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Offences of sexual nature,by type of offence,Child pornography,Total,Total,2017,Counts,62,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,379,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,165,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,3747,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2018,Counts,25364,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,443,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,6188,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,1513,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,160,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Robbery,Total,Total,2018,Counts,3163,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2019,Counts,35520,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,456,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,6390,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,1603,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2020,Counts,42654,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,405,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,6662,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,1628,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2007,Counts,1790,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,132,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,132,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2007,Counts,133,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2007,Counts,13,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2008,Counts,2083,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,183,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,183,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2008,Counts,255,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2008,Counts,9,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2014,Counts,40,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Counts,7,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,119,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2014,Counts,119,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2014,Counts,174,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2015,Counts,73,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2015,Counts,44,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Counts,6,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,139,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,139,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2015,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2016,Counts,56,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2016,Counts,41,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,5,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,134,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,134,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Other acts of sexual violence,Total,Total,2016,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,0,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Robbery,Total,Total,2017,Counts,33,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2017,Counts,64,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,14,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,132,CTS
OMN,Oman,Asia,Western Asia,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,0,CTS
